form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
pókerünk	póker	12	8570080167	22273	-1.853803638410333	1.4147938326074063	8	3	5	2	TRUE	óe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
púderban	púder	12	8570080167	19636	-1.853803638410333	1.360068138969874	8	3	5	2	TRUE	úe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
púdereim	púder	12	8570080167	19636	-1.853803638410333	1.360068138969874	8	4	5	2	TRUE	úe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
raszterral	raszter	12	8570080167	4403	-1.853803638410333	0.7107638010015679	10	3	7	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
rubelból	rubel	12	8570080167	19855	-1.853803638410333	1.3648850069419438	8	3	5	2	TRUE	ue	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
sameszeik	samesz	12	8570080167	2511	-1.853803638410333	0.4668618282549646	9	4	6	2	TRUE	ae	eik	front	V	e	-aik / -eik	sameszaik, partnereik	Pl.Poss.3Pl
stukkeren	stukker	12	8570080167	2693	-1.853803638410333	0.4972514689535526	9	3	7	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
stukkerről	stukker	12	8570080167	2693	-1.853803638410333	0.4972514689535526	10	3	7	2	TRUE	ue	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
sumerra	sumer	12	8570080167	9716	-1.853803638410333	1.0545026216751352	7	3	5	2	TRUE	ue	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
sóletek	sólet	12	8570080167	3255	-1.853803638410333	0.5795661084462529	7	3	5	2	TRUE	óe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
sólettől	sólet	12	8570080167	3255	-1.853803638410333	0.5795661084462529	8	3	5	2	TRUE	óe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
totembe	totem	12	8570080167	6244	-1.853803638410333	0.8624780099324221	7	3	5	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
totemben	totem	12	8570080167	6244	-1.853803638410333	0.8624780099324221	8	3	5	2	TRUE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
valcertől	valcer	12	8570080167	1940	-1.853803638410333	0.3548168454722682	9	3	6	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
zsorzsettek	zsorzsett	12	8570080167	284	-1.853803638410333	-0.4796665444109201	11	3	9	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
zsorzsettet	zsorzsett	12	8570080167	284	-1.853803638410333	-0.4796665444109201	11	3	9	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
ágenset	ágens	12	8570080167	17621	-1.853803638410333	1.3130456667326265	7	3	5	2	TRUE	áe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
ájerben	ájer	12	8570080167	465	-1.853803638410333	-0.2655319315680039	7	3	4	2	TRUE	áe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
ájere	ájer	12	8570080167	465	-1.853803638410333	-0.2655319315680039	5	3	4	2	TRUE	áe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
balekhoz	balek	11	8570080167	13062	-1.8915921992997329	1.18302479496678	8	3	5	2	TRUE	ae	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
balekje	balek	11	8570080167	13062	-1.8915921992997329	1.18302479496678	7	3	5	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
balettjeim	balett	11	8570080167	87544	-1.8915921992997329	2.009241501756081	10	4	6	2	TRUE	ae	jeim	front	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
bankettal	bankett	11	8570080167	10704	-1.8915921992997329	1.09656121596579	9	3	7	2	TRUE	ae	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
barrellel	barrel	11	8570080167	1662	-1.8915921992997329	0.28764613499013436	9	3	6	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
bovdennal	bovden	11	8570080167	1970	-1.8915921992997329	0.3614813417036351	9	3	6	2	TRUE	oe	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
docenseink	docens	11	8570080167	185029	-1.8915921992997329	2.334254917204184	10	4	6	2	TRUE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
farmerük	farmer	11	8570080167	82647	-1.8915921992997329	1.984242209298364	8	3	6	2	TRUE	ae	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
flanelok	flanel	11	8570080167	1947	-1.8915921992997329	0.35638106706207384	8	3	6	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
flaszterek	flaszter	11	8570080167	2419	-1.8915921992997329	0.45065098390392183	10	3	8	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
flóbertek	flóbert	11	8570080167	567	-1.8915921992997329	-0.17940182556505124	9	3	7	2	TRUE	óe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
frátere	fráter	11	8570080167	13052	-1.8915921992997329	1.1826921806578794	7	3	6	2	TRUE	áe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
gukkeren	gukker	11	8570080167	381	-1.8915921992997329	-0.35205990878233856	8	3	6	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
halefet	halef	11	8570080167	150	-1.8915921992997329	-0.7568936254022766	7	3	5	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
klozetról	klozet	11	8570080167	993	-1.8915921992997329	0.06396436403742334	9	3	6	2	TRUE	oe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
koffereink	koffer	11	8570080167	7809	-1.8915921992997329	0.9596105383709403	10	4	6	2	TRUE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
koncertei	koncert	11	8570080167	1019145	-1.8915921992997329	3.0752510936798796	9	4	7	2	TRUE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
koncertja	koncert	11	8570080167	1019145	-1.8915921992997329	3.0752510936798796	9	3	7	2	TRUE	oe	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
konzervjeink	konzerv	11	8570080167	49626	-1.8915921992997329	1.762724386751122	12	4	7	2	TRUE	oe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
kukkerban	kukker	11	8570080167	1077	-1.8915921992997329	0.09923081884002372	9	3	6	2	TRUE	ue	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
kukkere	kukker	11	8570080167	1077	-1.8915921992997329	0.09923081884002372	7	3	6	2	TRUE	ue	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
kádernél	káder	11	8570080167	8956	-1.8915921992997329	1.0191292004490349	8	3	5	2	TRUE	áe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kóklernak	kókler	11	8570080167	7297	-1.8915921992997329	0.9301594617947097	9	3	6	2	TRUE	óe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
kóterek	kóter	11	8570080167	752	-1.8915921992997329	-0.0567670438663156	7	3	5	2	TRUE	óe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
lornyettet	lornyett	11	8570080167	49	-1.8915921992997329	-1.2427888044294442	10	3	8	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
lódenben	lóden	11	8570080167	235	-1.8915921992997329	-0.5619170221862215	8	3	5	2	TRUE	óe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
machernek	macher	11	8570080167	1519	-1.8915921992997329	0.2485728894048285	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
maketton	makett	11	8570080167	42231	-1.8915921992997329	1.6926464808727033	8	3	6	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
malterja	malter	11	8570080167	3492	-1.8915921992997329	0.6100893505755742	8	3	6	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
materja	mater	11	8570080167	16610	-1.8915921992997329	1.2873847479934366	7	3	5	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
modemuk	modem	11	8570080167	54652	-1.8915921992997329	1.8046211752050836	7	3	5	2	TRUE	oe	uk	back	V	u	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
mopedra	moped	11	8570080167	6981	-1.8915921992997329	0.9109327535484344	7	3	5	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
mopedünk	moped	11	8570080167	6981	-1.8915921992997329	0.9109327535484344	8	3	5	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
mutterben	mutter	11	8570080167	2225	-1.8915921992997329	0.41434513085899255	9	3	6	2	TRUE	ue	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
mutterod	mutter	11	8570080167	2225	-1.8915921992997329	0.41434513085899255	8	3	6	2	TRUE	ue	od	back	V	o	-od / -ed	haverod, partnered	Poss.2Sg
ofszetre	ofszet	11	8570080167	4953	-1.8915921992997329	0.7618834435244982	8	3	6	2	TRUE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
pakettja	pakett	11	8570080167	2400	-1.8915921992997329	0.4472263572536482	8	3	6	2	TRUE	ae	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
pakettjük	pakett	11	8570080167	2400	-1.8915921992997329	0.4472263572536482	9	3	6	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
pasztellhez	pasztell	11	8570080167	22351	-1.8915921992997329	1.4163120740957438	11	3	8	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
plakettal	plakett	11	8570080167	13783	-1.8915921992997329	1.2063588716944174	9	3	7	2	TRUE	ae	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
poszternak	poszter	11	8570080167	49599	-1.8915921992997329	1.7624880360068378	10	3	7	2	TRUE	oe	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
raszternél	raszter	11	8570080167	4403	-1.8915921992997329	0.7107638010015679	10	3	7	2	TRUE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
raszterré	raszter	11	8570080167	4403	-1.8915921992997329	0.7107638010015679	9	3	7	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
rollerom	roller	11	8570080167	22986	-1.8915921992997329	1.4284785179087636	8	3	6	2	TRUE	oe	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
skanzennal	skanzen	11	8570080167	26458	-1.8915921992997329	1.4895721276614022	10	3	7	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
sparherdje	sparherd	11	8570080167	458	-1.8915921992997329	-0.27211940645408866	10	3	8	2	TRUE	ae	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
szlogenük	szlogen	11	8570080167	73259	-1.8915921992997329	1.9318761017045023	9	3	7	2	TRUE	oe	ük	front	V	ü	-uk / -ük	pajeszuk, partnerük	Poss.3Pl
szonettjeim	szonett	11	8570080167	11142	-1.8915921992997329	1.1139782696654663	11	4	7	2	TRUE	oe	jeim	front	C	NA	-jaim / -jeim	haverjaim, projektjeim	Pl.Poss.1Sg
szubrettől	szubrett	11	8570080167	1891	-1.8915921992997329	0.34370664438708193	10	3	8	2	TRUE	ue	től	front	C	ő	-tól / -től	havertól, hoteltől	Abl
totemből	totem	11	8570080167	6244	-1.8915921992997329	0.8624780099324221	8	3	5	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
váteszeink	vátesz	11	8570080167	2163	-1.8915921992997329	0.4020716349811336	10	4	6	2	TRUE	áe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
ájerbe	ájer	11	8570080167	465	-1.8915921992997329	-0.2655319315680039	6	3	4	2	TRUE	áe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
bakterre	bakter	10	8570080167	4460	-1.9329848844579576	0.716349974254184	8	3	6	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
balekké	balek	10	8570080167	13062	-1.9329848844579576	1.18302479496678	7	3	5	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
bankettből	bankett	10	8570080167	10704	-1.9329848844579576	1.09656121596579	10	3	7	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
bankettot	bankett	10	8570080167	10704	-1.9329848844579576	1.09656121596579	9	3	7	2	TRUE	ae	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
barrelre	barrel	10	8570080167	1662	-1.9329848844579576	0.28764613499013436	8	3	6	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
bovdenem	bovden	10	8570080167	1970	-1.9329848844579576	0.3614813417036351	8	3	6	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
bovdenhez	bovden	10	8570080167	1970	-1.9329848844579576	0.3614813417036351	9	3	6	2	TRUE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
bunkerról	bunker	10	8570080167	25691	-1.9329848844579576	1.476796124675244	9	3	6	2	TRUE	ue	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
codecnek	codec	10	8570080167	4713	-1.9329848844579576	0.7403125553016779	8	3	5	2	FALSE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
dolmenje	dolmen	10	8570080167	1019	-1.9329848844579576	0.07518929954846854	8	3	6	2	FALSE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
drukkereim	drukker	10	8570080167	34067	-1.9329848844579576	1.599349006057054	10	4	7	2	TRUE	ue	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
dzsungeled	dzsungel	10	8570080167	55832	-1.9329848844579576	1.8138983008598983	10	3	8	2	TRUE	ue	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
flóberttel	flóbert	10	8570080167	567	-1.9329848844579576	-0.17940182556505124	10	3	7	2	TRUE	óe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
fráterré	fráter	10	8570080167	13052	-1.9329848844579576	1.1826921806578794	8	3	6	2	TRUE	áe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
gukkerral	gukker	10	8570080167	381	-1.9329848844579576	-0.35205990878233856	9	3	6	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
gólemei	gólem	10	8570080167	7937	-1.9329848844579576	0.9666714958476778	7	4	5	2	TRUE	óe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
gólemnél	gólem	10	8570080167	7937	-1.9329848844579576	0.9666714958476778	8	3	5	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
haverba	haver	10	8570080167	165801	-1.9329848844579576	2.2866022611361054	7	3	5	2	TRUE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
hoteljai	hotel	10	8570080167	789022	-1.9329848844579576	2.9641042281879626	8	4	5	2	TRUE	oe	jai	back	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
jampeccel	jampec	10	8570080167	1214	-1.9329848844579576	0.15123380228128092	9	3	6	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
junkerhez	junker	10	8570080167	1227	-1.9329848844579576	0.15585967826904645	9	3	6	2	TRUE	ue	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
karternek	karter	10	8570080167	1181	-1.9329848844579576	0.13926501315555695	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
klapecok	klapec	10	8570080167	99	-1.9329848844579576	-0.937349689860408	8	3	6	2	TRUE	ae	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
klozetból	klozet	10	8570080167	993	-1.9329848844579576	0.06396436403742334	9	3	6	2	TRUE	oe	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
klozetnek	klozet	10	8570080167	993	-1.9329848844579576	0.06396436403742334	9	3	6	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
kofferon	koffer	10	8570080167	7809	-1.9329848844579576	0.9596105383709403	8	3	6	2	TRUE	oe	on	back	V	o	-on / -en	panelon, koncerten	Supe
koleszhez	kolesz	10	8570080167	5077	-1.9329848844579576	0.7726222789466473	9	3	6	2	FALSE	oe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kolesznál	kolesz	10	8570080167	5077	-1.9329848844579576	0.7726222789466473	9	3	6	2	FALSE	oe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
koleszom	kolesz	10	8570080167	5077	-1.9329848844579576	0.7726222789466473	8	3	6	2	FALSE	oe	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
koncertunk	koncert	10	8570080167	1019145	-1.9329848844579576	3.0752510936798796	10	3	7	2	TRUE	oe	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kopekot	kopek	10	8570080167	1166	-1.9329848844579576	0.13371366596503742	7	3	5	2	TRUE	oe	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
kopekről	kopek	10	8570080167	1166	-1.9329848844579576	0.13371366596503742	8	3	5	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
krapekhoz	krapek	10	8570080167	1655	-1.9329848844579576	0.2858131136537797	9	3	6	2	TRUE	ae	hoz	back	C	NA	-hoz / -hez	matekhoz, projekthez	All
krapekkel	krapek	10	8570080167	1655	-1.9329848844579576	0.2858131136537797	9	3	6	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
krapektól	krapek	10	8570080167	1655	-1.9329848844579576	0.2858131136537797	9	3	6	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
krokettre	krokett	10	8570080167	3075	-1.9329848844579576	0.5548602356534778	9	3	7	2	TRUE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
kupecnél	kupec	10	8570080167	2393	-1.9329848844579576	0.4459578141554795	8	3	5	2	TRUE	ue	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kupecot	kupec	10	8570080167	2393	-1.9329848844579576	0.4459578141554795	7	3	5	2	TRUE	ue	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
káderünk	káder	10	8570080167	8956	-1.9329848844579576	1.0191292004490349	8	3	5	2	TRUE	áe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
kóklernél	kókler	10	8570080167	7297	-1.9329848844579576	0.9301594617947097	9	3	6	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
kóklerré	kókler	10	8570080167	7297	-1.9329848844579576	0.9301594617947097	8	3	6	2	TRUE	óe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
lumpennel	lumpen	10	8570080167	2066	-1.9329848844579576	0.38214543272564394	9	3	6	2	FALSE	ue	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
maceszhez	macesz	10	8570080167	2035	-1.9329848844579576	0.375579529103281	9	3	6	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
macesznek	macesz	10	8570080167	2035	-1.9329848844579576	0.375579529103281	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
maltertól	malter	10	8570080167	3492	-1.9329848844579576	0.6100893505755742	9	3	6	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
maltertől	malter	10	8570080167	3492	-1.9329848844579576	0.6100893505755742	9	3	6	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
maszekká	maszek	10	8570080167	9770	-1.9329848844579576	1.0569096792608152	8	3	6	2	TRUE	ae	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
matekjuk	matek	10	8570080167	47606	-1.9329848844579576	1.7446768078145567	8	3	5	2	TRUE	ae	juk	back	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
matektől	matek	10	8570080167	47606	-1.9329848844579576	1.7446768078145567	8	3	5	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
modellban	modell	10	8570080167	1509359	-1.9329848844579576	3.2458076642479075	9	3	6	2	TRUE	oe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
mopedbe	moped	10	8570080167	6981	-1.9329848844579576	0.9109327535484344	7	3	5	2	TRUE	oe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
motelunk	motel	10	8570080167	13960	-1.9329848844579576	1.2119005338291844	8	3	5	2	TRUE	oe	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
muterről	muter	10	8570080167	2713	-1.9329848844579576	0.5004649093036383	8	3	5	2	TRUE	ue	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
mutterral	mutter	10	8570080167	2225	-1.9329848844579576	0.41434513085899255	9	3	6	2	TRUE	ue	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
mágneseink	mágnes	10	8570080167	59860	-1.9329848844579576	1.8441518280462148	10	4	6	2	TRUE	áe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
noteszon	notesz	10	8570080167	13921	-1.9329848844579576	1.2106855490122028	8	3	6	2	TRUE	oe	on	back	V	o	-on / -en	panelon, koncerten	Supe
okkere	okker	10	8570080167	3652	-1.9329848844579576	0.6295458844043035	6	3	5	2	TRUE	oe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
okkernek	okker	10	8570080167	3652	-1.9329848844579576	0.6295458844043035	8	3	5	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
pajesznál	pajesz	10	8570080167	1346	-1.9329848844579576	0.19606017543000023	9	3	6	2	TRUE	ae	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
pamfletnél	pamflet	10	8570080167	4742	-1.9329848844579576	0.7429766651842116	10	3	7	2	TRUE	ae	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
panellá	panel	10	8570080167	223571	-1.9329848844579576	2.4164305848960708	7	3	5	2	TRUE	ae	vá	back	C	NA	-vá / -vé	balekká, partnerré	Transl
partnertól	partner	10	8570080167	1270201	-1.9329848844579576	3.170887565855278	10	3	7	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
plakettem	plakett	10	8570080167	13783	-1.9329848844579576	1.2063588716944174	9	3	7	2	TRUE	ae	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
projekteim	projekt	10	8570080167	2236203	-1.9329848844579576	3.416526341311925	10	4	7	2	TRUE	oe	eim	front	V	e	-aim / -eim	haveraim, partnereim	Pl.Poss.1Sg
projektjuk	projekt	10	8570080167	2236203	-1.9329848844579576	3.416526341311925	10	3	7	2	TRUE	oe	juk	back	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
pátensen	pátens	10	8570080167	2649	-1.9329848844579576	0.4900970738392732	8	3	6	2	TRUE	áe	en	front	V	e	-on / -en	panelon, koncerten	Supe
pátensre	pátens	10	8570080167	2649	-1.9329848844579576	0.4900970738392732	8	3	6	2	TRUE	áe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
páterből	páter	10	8570080167	9880	-1.9329848844579576	1.0617720601296703	8	3	5	2	TRUE	áe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
páterünk	páter	10	8570080167	9880	-1.9329848844579576	1.0617720601296703	8	3	5	2	TRUE	áe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
rakettet	rakett	10	8570080167	71	-1.9329848844579576	-1.0817265357388826	8	3	6	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
rockerünk	rocker	10	8570080167	20440	-1.9329848844579576	1.3774960070047173	9	3	6	2	FALSE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
rubeled	rubel	10	8570080167	19855	-1.9329848844579576	1.3648850069419438	7	3	5	2	TRUE	ue	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
rulettban	rulett	10	8570080167	8587	-1.9329848844579576	1.0008565784407637	9	3	6	2	TRUE	ue	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
stukkerből	stukker	10	8570080167	2693	-1.9329848844579576	0.4972514689535526	10	3	7	2	TRUE	ue	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
sumerbe	sumer	10	8570080167	9716	-1.9329848844579576	1.0545026216751352	7	3	5	2	TRUE	ue	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
susztertól	suszter	10	8570080167	6878	-1.9329848844579576	0.9044772870280368	10	3	7	2	TRUE	ue	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
szlogenei	szlogen	10	8570080167	73259	-1.9329848844579576	1.9318761017045023	9	4	7	2	TRUE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
sóletnél	sólet	10	8570080167	3255	-1.9329848844579576	0.5795661084462529	8	3	5	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
